year,acs_period,geography_type,geography_id,geography_name,total_population,median_household_income
2022,2018-2022,Place,06172,Berkley CDP,11185,77390
2023,2019-2023,Place,06172,Berkley CDP,10838,76232
2024,2020-2024,Place,06172,Berkley CDP,10789,84637
2009,2005-2009,Place,06255,Berthoud town,5146,65166
2010,2006-2010,Place,06255,Berthoud town,5143,70292
2011,2007-2011,Place,06255,Berthoud town,5199,69292
2012,2008-2012,Place,06255,Berthoud town,5261,70301
2013,2009-2013,Place,06255,Berthoud town,5168,64025
2014,2010-2014,Place,06255,Berthoud town,5323,60828
2015,2011-2015,Place,06255,Berthoud town,5497,59477
2016,2012-2016,Place,06255,Berthoud town,5766,61767
2017,2013-2017,Place,06255,Berthoud town,6018,67427
2018,2014-2018,Place,06255,Berthoud town,6518,72849
2019,2015-2019,Place,06255,Berthoud town,7191,78393
2020,2016-2020,Place,06255,Berthoud town,8574,86501
2021,2017-2021,Place,06255,Berthoud town,10188,95872
2022,2018-2022,Place,06255,Berthoud town,10892,101817
2023,2019-2023,Place,06255,Berthoud town,11684,111297
2024,2020-2024,Place,06255,Berthoud town,12411,119385
2009,2005-2009,Place,06530,Bethune town,235,52188
2010,2006-2010,Place,06530,Bethune town,252,44271
2011,2007-2011,Place,06530,Bethune town,300,43571
2012,2008-2012,Place,06530,Bethune town,325,47083
2013,2009-2013,Place,06530,Bethune town,269,39167
2014,2010-2014,Place,06530,Bethune town,315,43125
2015,2011-2015,Place,06530,Bethune town,297,37500
2016,2012-2016,Place,06530,Bethune town,231,46250
2017,2013-2017,Place,06530,Bethune town,227,31250
2018,2014-2018,Place,06530,Bethune town,180,47500
2019,2015-2019,Place,06530,Bethune town,207,55156
2020,2016-2020,Place,06530,Bethune town,166,36667
2021,2017-2021,Place,06530,Bethune town,188,34625
2022,2018-2022,Place,06530,Bethune town,217,42917
2023,2019-2023,Place,06530,Bethune town,257,38333
2024,2020-2024,Place,06530,Bethune town,218,34688
2009,2005-2009,Place,06602,Beulah Valley CDP,1282,48625
2010,2006-2010,Place,06602,Beulah Valley CDP,450,36146
2011,2007-2011,Place,06602,Beulah Valley CDP,521,42000
2012,2008-2012,Place,06602,Beulah Valley CDP,657,59625
2013,2009-2013,Place,06602,Beulah Valley CDP,781,52614
2014,2010-2014,Place,06602,Beulah Valley CDP,800,43750
2015,2011-2015,Place,06602,Beulah Valley CDP,768,46250
2016,2012-2016,Place,06602,Beulah Valley CDP,814,66364
2017,2013-2017,Place,06602,Beulah Valley CDP,845,60000
2018,2014-2018,Place,06602,Beulah Valley CDP,646,56500
2019,2015-2019,Place,06602,Beulah Valley CDP,780,70417
2020,2016-2020,Place,06602,Beulah Valley CDP,505,43480
2021,2017-2021,Place,06602,Beulah Valley CDP,752,44750
2022,2018-2022,Place,06602,Beulah Valley CDP,643,46667
2023,2019-2023,Place,06602,Beulah Valley CDP,762,52664
2024,2020-2024,Place,06602,Beulah Valley CDP,751,52796
2009,2005-2009,Place,06970,Black Forest CDP,17145,100872
2010,2006-2010,Place,06970,Black Forest CDP,13454,103551
2011,2007-2011,Place,06970,Black Forest CDP,13595,104707
2012,2008-2012,Place,06970,Black Forest CDP,13607,106126
2013,2009-2013,Place,06970,Black Forest CDP,13391,107119
2014,2010-2014,Place,06970,Black Forest CDP,12959,105760
2015,2011-2015,Place,06970,Black Forest CDP,12918,105313
2016,2012-2016,Place,06970,Black Forest CDP,13506,112544
2017,2013-2017,Place,06970,Black Forest CDP,14188,113794
2018,2014-2018,Place,06970,Black Forest CDP,14274,118453
2019,2015-2019,Place,06970,Black Forest CDP,14081,119747
2020,2016-2020,Place,06970,Black Forest CDP,13103,119957
2021,2017-2021,Place,06970,Black Forest CDP,14375,125240
2022,2018-2022,Place,06970,Black Forest CDP,14437,135859
2023,2019-2023,Place,06970,Black Forest CDP,14658,142173
2024,2020-2024,Place,06970,Black Forest CDP,15738,145460
2009,2005-2009,Place,07025,Black Hawk city,223,60000
2010,2006-2010,Place,07025,Black Hawk city,151,65938
2011,2007-2011,Place,07025,Black Hawk city,112,59821
2012,2008-2012,Place,07025,Black Hawk city,114,71111
2013,2009-2013,Place,07025,Black Hawk city,125,71667
2014,2010-2014,Place,07025,Black Hawk city,130,39250
2015,2011-2015,Place,07025,Black Hawk city,155,38500
2016,2012-2016,Place,07025,Black Hawk city,166,34000
2017,2013-2017,Place,07025,Black Hawk city,176,34167
2018,2014-2018,Place,07025,Black Hawk city,138,25833
2019,2015-2019,Place,07025,Black Hawk city,110,
2020,2016-2020,Place,07025,Black Hawk city,98,
2021,2017-2021,Place,07025,Black Hawk city,85,49750
2022,2018-2022,Place,07025,Black Hawk city,129,65417
2023,2019-2023,Place,07025,Black Hawk city,156,112727
2024,2020-2024,Place,07025,Black Hawk city,106,116806
2009,2005-2009,Place,07190,Blanca town,310,14840
2010,2006-2010,Place,07190,Blanca town,336,20000
2011,2007-2011,Place,07190,Blanca town,558,27813
2012,2008-2012,Place,07190,Blanca town,468,30278
2013,2009-2013,Place,07190,Blanca town,477,31500
2014,2010-2014,Place,07190,Blanca town,464,33438
2015,2011-2015,Place,07190,Blanca town,478,30250
2016,2012-2016,Place,07190,Blanca town,471,28864
2017,2013-2017,Place,07190,Blanca town,492,36339
2018,2014-2018,Place,07190,Blanca town,446,41111
2019,2015-2019,Place,07190,Blanca town,498,47417
2020,2016-2020,Place,07190,Blanca town,420,45625
2021,2017-2021,Place,07190,Blanca town,344,46875
2022,2018-2022,Place,07190,Blanca town,321,50125
2023,2019-2023,Place,07190,Blanca town,326,48750
2024,2020-2024,Place,07190,Blanca town,230,68000
2010,2006-2010,Place,07245,Blende CDP,943,37237
2011,2007-2011,Place,07245,Blende CDP,1035,41083
2012,2008-2012,Place,07245,Blende CDP,917,39258
2013,2009-2013,Place,07245,Blende CDP,782,42900
2014,2010-2014,Place,07245,Blende CDP,739,38889
2015,2011-2015,Place,07245,Blende CDP,727,32625
2016,2012-2016,Place,07245,Blende CDP,764,30313
2017,2013-2017,Place,07245,Blende CDP,824,33542
2018,2014-2018,Place,07245,Blende CDP,821,35083
2019,2015-2019,Place,07245,Blende CDP,879,40469
2020,2016-2020,Place,07245,Blende CDP,802,52181
2021,2017-2021,Place,07245,Blende CDP,660,54335
2022,2018-2022,Place,07245,Blende CDP,663,58750
2023,2019-2023,Place,07245,Blende CDP,646,50385
2024,2020-2024,Place,07245,Blende CDP,623,52667
2009,2005-2009,Place,07410,Blue River town,1143,85595
2010,2006-2010,Place,07410,Blue River town,643,78750
2011,2007-2011,Place,07410,Blue River town,733,95139
2012,2008-2012,Place,07410,Blue River town,890,87426
2013,2009-2013,Place,07410,Blue River town,826,73654
2014,2010-2014,Place,07410,Blue River town,645,85500
2015,2011-2015,Place,07410,Blue River town,784,79773
2016,2012-2016,Place,07410,Blue River town,735,87083
2017,2013-2017,Place,07410,Blue River town,735,94844
2018,2014-2018,Place,07410,Blue River town,666,109531
2019,2015-2019,Place,07410,Blue River town,652,112083
2020,2016-2020,Place,07410,Blue River town,918,133533
2021,2017-2021,Place,07410,Blue River town,947,140500
2022,2018-2022,Place,07410,Blue River town,1238,150074
2023,2019-2023,Place,07410,Blue River town,1145,119375
2024,2020-2024,Place,07410,Blue River town,1410,134250
2010,2006-2010,Place,07420,Blue Sky CDP,0,
2011,2007-2011,Place,07420,Blue Sky CDP,0,
2012,2008-2012,Place,07420,Blue Sky CDP,0,
2013,2009-2013,Place,07420,Blue Sky CDP,0,
2014,2010-2014,Place,07420,Blue Sky CDP,0,
2015,2011-2015,Place,07420,Blue Sky CDP,0,
2016,2012-2016,Place,07420,Blue Sky CDP,15,
2017,2013-2017,Place,07420,Blue Sky CDP,16,
2018,2014-2018,Place,07420,Blue Sky CDP,15,
2019,2015-2019,Place,07420,Blue Sky CDP,154,93281
2020,2016-2020,Place,07420,Blue Sky CDP,98,93750
2021,2017-2021,Place,07420,Blue Sky CDP,156,
2022,2018-2022,Place,07420,Blue Sky CDP,98,
2023,2019-2023,Place,07420,Blue Sky CDP,142,
2024,2020-2024,Place,07420,Blue Sky CDP,19,
2020,2016-2020,Place,07455,Blue Valley CDP,263,106765
2021,2017-2021,Place,07455,Blue Valley CDP,171,67685
2022,2018-2022,Place,07455,Blue Valley CDP,171,120208
2023,2019-2023,Place,07455,Blue Valley CDP,169,78387
2024,2020-2024,Place,07455,Blue Valley CDP,120,80100
2010,2006-2010,Place,07580,Bonanza Mountain Estates CDP,233,56923
2011,2007-2011,Place,07580,Bonanza Mountain Estates CDP,243,55500
2012,2008-2012,Place,07580,Bonanza Mountain Estates CDP,247,44732
2013,2009-2013,Place,07580,Bonanza Mountain Estates CDP,217,59688
2014,2010-2014,Place,07580,Bonanza Mountain Estates CDP,123,43854
2015,2011-2015,Place,07580,Bonanza Mountain Estates CDP,96,71635
2016,2012-2016,Place,07580,Bonanza Mountain Estates CDP,167,80037
2017,2013-2017,Place,07580,Bonanza Mountain Estates CDP,195,83553
2018,2014-2018,Place,07580,Bonanza Mountain Estates CDP,214,
2019,2015-2019,Place,07580,Bonanza Mountain Estates CDP,226,86625
2020,2016-2020,Place,07580,Bonanza Mountain Estates CDP,174,
2021,2017-2021,Place,07580,Bonanza Mountain Estates CDP,148,
2022,2018-2022,Place,07580,Bonanza Mountain Estates CDP,133,
2023,2019-2023,Place,07580,Bonanza Mountain Estates CDP,132,
2024,2020-2024,Place,07580,Bonanza Mountain Estates CDP,56,
2009,2005-2009,Place,07571,Bonanza town,7,13125
2010,2006-2010,Place,07571,Bonanza town,6,2499
2011,2007-2011,Place,07571,Bonanza town,9,13438
2012,2008-2012,Place,07571,Bonanza town,6,2499
2013,2009-2013,Place,07571,Bonanza town,13,45469
2014,2010-2014,Place,07571,Bonanza town,9,
2015,2011-2015,Place,07571,Bonanza town,8,
2016,2012-2016,Place,07571,Bonanza town,7,
2017,2013-2017,Place,07571,Bonanza town,11,
2018,2014-2018,Place,07571,Bonanza town,2,
2019,2015-2019,Place,07571,Bonanza town,3,
2020,2016-2020,Place,07571,Bonanza town,3,
2021,2017-2021,Place,07571,Bonanza town,12,
2022,2018-2022,Place,07571,Bonanza town,11,
2023,2019-2023,Place,07571,Bonanza town,12,
2024,2020-2024,Place,07571,Bonanza town,20,
2009,2005-2009,Place,07795,Boone town,352,27813
2010,2006-2010,Place,07795,Boone town,249,35221
2011,2007-2011,Place,07795,Boone town,286,32188
2012,2008-2012,Place,07795,Boone town,290,28068
2013,2009-2013,Place,07795,Boone town,351,24750
2014,2010-2014,Place,07795,Boone town,351,25313
2015,2011-2015,Place,07795,Boone town,346,25000
2016,2012-2016,Place,07795,Boone town,268,25313
2017,2013-2017,Place,07795,Boone town,286,30833
2018,2014-2018,Place,07795,Boone town,235,34219
2019,2015-2019,Place,07795,Boone town,233,35179
2020,2016-2020,Place,07795,Boone town,255,60938
2021,2017-2021,Place,07795,Boone town,263,49875
2022,2018-2022,Place,07795,Boone town,289,52708
2023,2019-2023,Place,07795,Boone town,247,75190
2024,2020-2024,Place,07795,Boone town,262,77793
2009,2005-2009,Place,07850,Boulder city,98737,49920
2010,2006-2010,Place,07850,Boulder city,97050,51779
2011,2007-2011,Place,07850,Boulder city,97565,54051
2012,2008-2012,Place,07850,Boulder city,99177,56206
2013,2009-2013,Place,07850,Boulder city,100363,56312
2014,2010-2014,Place,07850,Boulder city,102002,58062
2015,2011-2015,Place,07850,Boulder city,103919,58484
2016,2012-2016,Place,07850,Boulder city,105420,60569
2017,2013-2017,Place,07850,Boulder city,106271,64183
2018,2014-2018,Place,07850,Boulder city,107360,66117
2019,2015-2019,Place,07850,Boulder city,106392,69520
2020,2016-2020,Place,07850,Boulder city,108777,72279
2021,2017-2021,Place,07850,Boulder city,104930,74902
2022,2018-2022,Place,07850,Boulder city,106598,80243
2023,2019-2023,Place,07850,Boulder city,106274,85364
2024,2020-2024,Place,07850,Boulder city,106433,87493
2009,2005-2009,Place,08070,Bow Mar town,870,139519
2010,2006-2010,Place,08070,Bow Mar town,962,172031
2011,2007-2011,Place,08070,Bow Mar town,1105,168750
2012,2008-2012,Place,08070,Bow Mar town,1004,183125
2013,2009-2013,Place,08070,Bow Mar town,992,173281
2014,2010-2014,Place,08070,Bow Mar town,1062,171875
2015,2011-2015,Place,08070,Bow Mar town,1045,172083
2016,2012-2016,Place,08070,Bow Mar town,1047,194500
2017,2013-2017,Place,08070,Bow Mar town,950,182045
2018,2014-2018,Place,08070,Bow Mar town,893,184063
2019,2015-2019,Place,08070,Bow Mar town,956,188750
2020,2016-2020,Place,08070,Bow Mar town,969,173542
2021,2017-2021,Place,08070,Bow Mar town,986,199000
2022,2018-2022,Place,08070,Bow Mar town,996,215714
2023,2019-2023,Place,08070,Bow Mar town,1003,233667
2024,2020-2024,Place,08070,Bow Mar town,1047,241583
2010,2006-2010,Place,08290,Brandon CDP,27,32083
2011,2007-2011,Place,08290,Brandon CDP,27,26250
2012,2008-2012,Place,08290,Brandon CDP,15,32917
2013,2009-2013,Place,08290,Brandon CDP,11,
2014,2010-2014,Place,08290,Brandon CDP,32,37875
2015,2011-2015,Place,08290,Brandon CDP,18,
2016,2012-2016,Place,08290,Brandon CDP,29,38875
2017,2013-2017,Place,08290,Brandon CDP,27,38889
2018,2014-2018,Place,08290,Brandon CDP,25,
2019,2015-2019,Place,08290,Brandon CDP,6,
2020,2016-2020,Place,08290,Brandon CDP,3,
2021,2017-2021,Place,08290,Brandon CDP,0,
2022,2018-2022,Place,08290,Brandon CDP,27,
2023,2019-2023,Place,08290,Brandon CDP,19,
2024,2020-2024,Place,08290,Brandon CDP,8,
2009,2005-2009,Place,08345,Branson town,141,35000
2010,2006-2010,Place,08345,Branson town,105,33750
2011,2007-2011,Place,08345,Branson town,117,29167
2012,2008-2012,Place,08345,Branson town,69,38750
2013,2009-2013,Place,08345,Branson town,58,42813
2014,2010-2014,Place,08345,Branson town,38,35625
2015,2011-2015,Place,08345,Branson town,41,36875
2016,2012-2016,Place,08345,Branson town,55,36250
2017,2013-2017,Place,08345,Branson town,60,37250
2018,2014-2018,Place,08345,Branson town,76,32308
2019,2015-2019,Place,08345,Branson town,72,31875
2020,2016-2020,Place,08345,Branson town,75,30938
2021,2017-2021,Place,08345,Branson town,57,31563
2022,2018-2022,Place,08345,Branson town,60,27500
2023,2019-2023,Place,08345,Branson town,44,
2024,2020-2024,Place,08345,Branson town,62,34063
2009,2005-2009,Place,08400,Breckenridge town,3340,54212
2010,2006-2010,Place,08400,Breckenridge town,4224,54000
2011,2007-2011,Place,08400,Breckenridge town,4351,55982
2012,2008-2012,Place,08400,Breckenridge town,4452,56194
2013,2009-2013,Place,08400,Breckenridge town,4542,54650
2014,2010-2014,Place,08400,Breckenridge town,4604,54328
2015,2011-2015,Place,08400,Breckenridge town,4682,61394
2016,2012-2016,Place,08400,Breckenridge town,4732,70972
2017,2013-2017,Place,08400,Breckenridge town,4833,76774
2018,2014-2018,Place,08400,Breckenridge town,4936,86493
2019,2015-2019,Place,08400,Breckenridge town,4938,87321
2020,2016-2020,Place,08400,Breckenridge town,5054,91299
2021,2017-2021,Place,08400,Breckenridge town,5086,118077
2022,2018-2022,Place,08400,Breckenridge town,5017,129481
2023,2019-2023,Place,08400,Breckenridge town,5001,132666
2024,2020-2024,Place,08400,Breckenridge town,4959,138191
2010,2006-2010,Place,08530,Brick Center CDP,74,
2011,2007-2011,Place,08530,Brick Center CDP,72,
2012,2008-2012,Place,08530,Brick Center CDP,98,19917
2013,2009-2013,Place,08530,Brick Center CDP,194,115469
2014,2010-2014,Place,08530,Brick Center CDP,37,
2015,2011-2015,Place,08530,Brick Center CDP,34,
2016,2012-2016,Place,08530,Brick Center CDP,96,
2017,2013-2017,Place,08530,Brick Center CDP,131,
2018,2014-2018,Place,08530,Brick Center CDP,142,216000
2019,2015-2019,Place,08530,Brick Center CDP,138,
2020,2016-2020,Place,08530,Brick Center CDP,134,
2021,2017-2021,Place,08530,Brick Center CDP,178,124359
2022,2018-2022,Place,08530,Brick Center CDP,88,134635
2023,2019-2023,Place,08530,Brick Center CDP,82,
2024,2020-2024,Place,08530,Brick Center CDP,105,
2020,2016-2020,Place,08620,Briggsdale CDP,323,
2021,2017-2021,Place,08620,Briggsdale CDP,145,48833
2022,2018-2022,Place,08620,Briggsdale CDP,124,53917
2023,2019-2023,Place,08620,Briggsdale CDP,86,56696
2024,2020-2024,Place,08620,Briggsdale CDP,88,
2009,2005-2009,Place,08675,Brighton city,29919,65137
2010,2006-2010,Place,08675,Brighton city,31181,65788
2011,2007-2011,Place,08675,Brighton city,32377,64585
2012,2008-2012,Place,08675,Brighton city,33219,62246
2013,2009-2013,Place,08675,Brighton city,34247,62097
2014,2010-2014,Place,08675,Brighton city,35004,60319
2015,2011-2015,Place,08675,Brighton city,35582,61051
2016,2012-2016,Place,08675,Brighton city,36307,62316
2017,2013-2017,Place,08675,Brighton city,38016,67024
2018,2014-2018,Place,08675,Brighton city,39054,72185
2019,2015-2019,Place,08675,Brighton city,39836,75355
2020,2016-2020,Place,08675,Brighton city,38355,74813
2021,2017-2021,Place,08675,Brighton city,39895,79280
2022,2018-2022,Place,08675,Brighton city,40569,86975
2023,2019-2023,Place,08675,Brighton city,41196,100134
2024,2020-2024,Place,08675,Brighton city,42059,107679
2020,2016-2020,Place,08950,Brook Forest CDP,479,65556
2021,2017-2021,Place,08950,Brook Forest CDP,434,91058
2022,2018-2022,Place,08950,Brook Forest CDP,535,145521
2023,2019-2023,Place,08950,Brook Forest CDP,408,136932
2024,2020-2024,Place,08950,Brook Forest CDP,355,116528
2009,2005-2009,Place,09115,Brookside town,281,63500
2010,2006-2010,Place,09115,Brookside town,273,62250
2011,2007-2011,Place,09115,Brookside town,205,63125
2012,2008-2012,Place,09115,Brookside town,199,63571
2013,2009-2013,Place,09115,Brookside town,237,49167
2014,2010-2014,Place,09115,Brookside town,268,46250
2015,2011-2015,Place,09115,Brookside town,247,47679
2016,2012-2016,Place,09115,Brookside town,249,44583
2017,2013-2017,Place,09115,Brookside town,256,47188
2018,2014-2018,Place,09115,Brookside town,226,60417
2019,2015-2019,Place,09115,Brookside town,216,68750
2020,2016-2020,Place,09115,Brookside town,224,49375
2021,2017-2021,Place,09115,Brookside town,249,58000
2022,2018-2022,Place,09115,Brookside town,290,57188
2023,2019-2023,Place,09115,Brookside town,263,57321
2024,2020-2024,Place,09115,Brookside town,276,62813
2009,2005-2009,Place,09280,Broomfield city,52882,76240
2010,2006-2010,Place,09280,Broomfield city,52872,75590
2011,2007-2011,Place,09280,Broomfield city,54592,76531
2012,2008-2012,Place,09280,Broomfield city,55913,80483
2013,2009-2013,Place,09280,Broomfield city,57171,77998
2014,2010-2014,Place,09280,Broomfield city,59027,80430
2015,2011-2015,Place,09280,Broomfield city,60699,81898
2016,2012-2016,Place,09280,Broomfield city,62449,83334
2017,2013-2017,Place,09280,Broomfield city,64283,85639
2018,2014-2018,Place,09280,Broomfield city,66120,89624
2019,2015-2019,Place,09280,Broomfield city,67886,96416
2020,2016-2020,Place,09280,Broomfield city,69444,101206
2021,2017-2021,Place,09280,Broomfield city,72697,107570
2022,2018-2022,Place,09280,Broomfield city,73946,117541
2023,2019-2023,Place,09280,Broomfield city,75110,121025
2024,2020-2024,Place,09280,Broomfield city,76304,123874
2009,2005-2009,Place,09555,Brush city,5292,39245
2010,2006-2010,Place,09555,Brush city,5428,38506
2011,2007-2011,Place,09555,Brush city,5345,34643
2012,2008-2012,Place,09555,Brush city,5478,33407
2013,2009-2013,Place,09555,Brush city,5507,36522
2014,2010-2014,Place,09555,Brush city,5493,40063
2015,2011-2015,Place,09555,Brush city,5488,44457
2016,2012-2016,Place,09555,Brush city,5458,40455
2017,2013-2017,Place,09555,Brush city,5406,51300
2018,2014-2018,Place,09555,Brush city,5386,45144
2019,2015-2019,Place,09555,Brush city,5395,43824
2020,2016-2020,Place,09555,Brush city,5408,56078
2021,2017-2021,Place,09555,Brush city,5323,61750
2022,2018-2022,Place,09555,Brush city,5304,64475
2023,2019-2023,Place,09555,Brush city,5299,73026
2024,2020-2024,Place,09555,Brush city,5306,73382
2009,2005-2009,Place,10105,Buena Vista town,2685,39727
2010,2006-2010,Place,10105,Buena Vista town,2545,38429
2011,2007-2011,Place,10105,Buena Vista town,2573,39891
2012,2008-2012,Place,10105,Buena Vista town,2606,41235
2013,2009-2013,Place,10105,Buena Vista town,2655,41679
2014,2010-2014,Place,10105,Buena Vista town,2675,42405
2015,2011-2015,Place,10105,Buena Vista town,2705,43429
2016,2012-2016,Place,10105,Buena Vista town,2690,49712
2017,2013-2017,Place,10105,Buena Vista town,2720,46643
2018,2014-2018,Place,10105,Buena Vista town,2746,44918
2019,2015-2019,Place,10105,Buena Vista town,2782,44104
2020,2016-2020,Place,10105,Buena Vista town,2935,48456
2021,2017-2021,Place,10105,Buena Vista town,2859,39535
2022,2018-2022,Place,10105,Buena Vista town,2887,58168
2023,2019-2023,Place,10105,Buena Vista town,2966,58409
2024,2020-2024,Place,10105,Buena Vista town,3010,78323
